,Position,Driver,Car,Time
6,1,David Coulthard,Williams Renault,1:20.537
5,2,Damon Hill,Williams Renault,1:20.905
1,3,Michael Schumacher,Benetton Renault,1:21.301
28,4,Gerhard Berger,Ferrari,1:21.970
30,5,Heinz-Harald Frentzen,Sauber Ford,1:22.226
2,6,Johnny Herbert,Benetton Renault,1:22.322
27,7,Jean Alesi,Ferrari,1:22.391
14,8,Rubens Barrichello,Jordan Peugeot,1:22.538
25,9,Martin Brundle,Ligier Mugen Honda,1:22.588
15,10,Eddie Irvine,Jordan Peugeot,1:22.831
26,11,Olivier Panis,Ligier Mugen Honda,1:22.904
7,12,Mark Blundell,McLaren Mercedes,1:22.914
8,13,Mika Hakkinen,McLaren Mercedes,1:23.064
29,14,Jean-Christophe Boullion,Sauber Ford,1:23.934
4,15,Mika Salo,Tyrrell Yamaha,1:23.936
3,16,Ukyo Katayama,Tyrrell Yamaha,1:24.287
23,17,Pedro Lamy,Minardi Ford,1:24.657
24,18,Luca Badoer,Minardi Ford,1:24.778
10,19,Taki Inoue,Footwork Hart,1:24.883
9,20,Massimiliano Papis,Footwork Hart,1:25.179
17,21,Andrea Montermini,Pacific Ilmor,1:26.172
21,22,Pedro Diniz,Forti Ford,1:27.292
22,23,Roberto Moreno,Forti Ford,1:27.523
16,24,Jean-Denis Deletraz,Pacific Ilmor,1:32.769
