,Position,Driver,Car,Time / Gap,Laps
5,1,Damon Hill,Williams Renault,1:21.443,23
6,2,David Coulthard,Williams Renault,+0.815s,18
1,3,Michael Schumacher,Benetton Renault,+1.074s,21
27,4,Jean Alesi,Ferrari,+1.411s,18
28,5,Gerhard Berger,Ferrari,+1.603s,21
30,6,Heinz-Harald Frentzen,Sauber Ford,+1.863s,23
25,7,Martin Brundle,Ligier Mugen Honda,+1.864s,22
15,8,Eddie Irvine,Jordan Peugeot,+1.919s,15
14,9,Rubens Barrichello,Jordan Peugeot,+2.264s,14
7,10,Mark Blundell,McLaren Mercedes,+2.328s,23
8,11,Mika Hakkinen,McLaren Mercedes,+2.342s,21
26,12,Olivier Panis,Ligier Mugen Honda,+2.382s,21
2,13,Johnny Herbert,Benetton Renault,+2.441s,23
3,14,Ukyo Katayama,Tyrrell Yamaha,+3.483s,21
29,15,Jean-Christophe Boullion,Sauber Ford,+3.649s,23
4,16,Mika Salo,Tyrrell Yamaha,+3.656s,19
10,17,Taki Inoue,Footwork Hart,+3.947s,15
9,18,Massimiliano Papis,Footwork Hart,+3.978s,20
23,19,Pedro Lamy,Minardi Ford,+4.092s,23
24,20,Luca Badoer,Minardi Ford,+4.368s,23
17,21,Andrea Montermini,Pacific Ilmor,+6.580s,12
22,22,Roberto Moreno,Forti Ford,+6.597s,23
21,23,Pedro Diniz,Forti Ford,+7.163s,23
16,24,Jean-Denis Deletraz,Pacific Ilmor,+11.966s,19
