,Position,Driver,Car,Time / Gap,Laps
22,1,Jenson Button,Brawn Mercedes,1:21.799,21
9,2,Jarno Trulli,Toyota,+0.355s,30
5,3,Robert Kubica,Sauber BMW,+0.422s,24
6,4,Nick Heidfeld,Sauber BMW,+0.859s,14
17,5,Kazuki Nakajima,Williams Toyota,+0.860s,24
16,6,Nico Rosberg,Williams Toyota,+0.868s,26
8,7,Nelson Piquet,Renault,+0.954s,24
10,8,Timo Glock,Toyota,+1.029s,29
3,9,Felipe Massa,Ferrari,+1.056s,15
23,10,Rubens Barrichello,Brawn Mercedes,+1.060s,24
4,11,Kimi Räikkönen,Ferrari,+1.074s,20
14,12,Mark Webber,RBR Renault,+1.135s,25
15,13,Sebastian Vettel,RBR Renault,+1.160s,24
1,14,Lewis Hamilton,McLaren Mercedes,+1.278s,21
11,15,Sebastien Bourdais,STR Ferrari,+1.289s,30
21,16,Giancarlo Fisichella,Force India Mercedes,+1.290s,25
7,17,Fernando Alonso,Renault,+1.358s,18
12,18,Sebastien Buemi,STR Ferrari,+1.386s,31
2,19,Heikki Kovalainen,McLaren Mercedes,+1.723s,17
20,20,Adrian Sutil,Force India Mercedes,+1.737s,19
