,Position,Driver,Car,Lap,Time,Avg Speed
23,1,Rubens Barrichello,Brawn Mercedes,28,1:22.762,202.484
22,2,Jenson Button,Brawn Mercedes,17,1:22.899,202.149
3,3,Felipe Massa,Ferrari,14,1:23.089,201.687
15,4,Sebastian Vettel,RBR Renault,41,1:23.090,201.684
14,5,Mark Webber,RBR Renault,18,1:23.112,201.631
7,6,Fernando Alonso,Renault,14,1:23.420,200.887
16,7,Nico Rosberg,Williams Toyota,24,1:23.621,200.404
21,8,Giancarlo Fisichella,Force India Mercedes,63,1:23.796,199.985
1,9,Lewis Hamilton,McLaren Mercedes,29,1:23.839,199.883
6,10,Nick Heidfeld,Sauber BMW,29,1:23.878,199.790
5,11,Robert Kubica,Sauber BMW,26,1:24.078,199.314
10,12,Timo Glock,Toyota,44,1:24.134,199.182
17,13,Kazuki Nakajima,Williams Toyota,38,1:24.155,199.132
8,14,Nelson Piquet,Renault,41,1:24.286,198.823
4,15,Kimi Räikkönen,Ferrari,16,1:24.490,198.342
2,16,Heikki Kovalainen,McLaren Mercedes,6,1:28.719,188.888
