,Position,Driver,Car,Time
22,1,Jenson Button,Brawn Mercedes,1:20.527
15,2,Sebastian Vettel,RBR Renault,1:20.660
23,3,Rubens Barrichello,Brawn Mercedes,1:20.762
3,4,Felipe Massa,Ferrari,1:20.934
14,5,Mark Webber,RBR Renault,1:21.049
10,6,Timo Glock,Toyota,1:21.247
9,7,Jarno Trulli,Toyota,1:21.254
7,8,Fernando Alonso,Renault,1:21.392
16,9,Nico Rosberg,Williams Toyota,1:22.558
5,10,Robert Kubica,Sauber BMW,1:22.685
17,11,Kazuki Nakajima,Williams Toyota,1:20.531
8,12,Nelson Piquet,Renault,1:20.604
6,13,Nick Heidfeld,Sauber BMW,1:20.676
1,14,Lewis Hamilton,McLaren Mercedes,1:20.805
12,15,Sebastien Buemi,STR Ferrari,1:21.067
4,16,Kimi Räikkönen,Ferrari,1:21.291
11,17,Sebastien Bourdais,STR Ferrari,1:21.300
2,18,Heikki Kovalainen,McLaren Mercedes,1:21.675
20,19,Adrian Sutil,Force India Mercedes,1:21.742
21,20,Giancarlo Fisichella,Force India Mercedes,1:22.204
