,Position,Driver,Car,Time / Gap,Laps
16,1,Nico Rosberg,Williams Toyota,1:21.588,43
17,2,Kazuki Nakajima,Williams Toyota,+0.152s,40
7,3,Fernando Alonso,Renault,+0.193s,36
23,4,Rubens Barrichello,Brawn Mercedes,+0.255s,39
14,5,Mark Webber,RBR Renault,+0.439s,37
22,6,Jenson Button,Brawn Mercedes,+0.464s,35
15,7,Sebastian Vettel,RBR Renault,+0.494s,45
8,8,Nelson Piquet,Renault,+0.761s,26
12,9,Sebastien Buemi,STR Ferrari,+0.983s,17
4,10,Kimi Räikkönen,Ferrari,+1.011s,40
11,11,Sebastien Bourdais,STR Ferrari,+1.027s,30
21,12,Giancarlo Fisichella,Force India Mercedes,+1.082s,32
1,13,Lewis Hamilton,McLaren Mercedes,+1.221s,31
2,14,Heikki Kovalainen,McLaren Mercedes,+1.288s,29
3,15,Felipe Massa,Ferrari,+1.290s,35
5,16,Robert Kubica,Sauber BMW,+1.360s,40
6,17,Nick Heidfeld,Sauber BMW,+1.585s,39
10,18,Timo Glock,Toyota,+1.772s,46
9,19,Jarno Trulli,Toyota,+2.035s,47
