,Position,Driver,Car,Time / Gap,Laps
16,1,Charles Leclerc,Ferrari,1:11.632,20
63,2,George Russell,Mercedes,+0.066s,24
1,3,Max Verstappen,Red Bull Racing RBPT,+0.161s,22
55,4,Carlos Sainz,Ferrari,+0.339s,17
44,5,Lewis Hamilton,Mercedes,+0.524s,25
11,6,Sergio Perez,Red Bull Racing RBPT,+0.544s,29
14,7,Fernando Alonso,Alpine Renault,+0.695s,16
5,8,Sebastian Vettel,Aston Martin Aramco Mercedes,+0.859s,25
47,9,Mick Schumacher,Haas Ferrari,+0.926s,15
4,10,Lando Norris,McLaren Mercedes,+0.959s,18
20,11,Kevin Magnussen,Haas Ferrari,+0.974s,15
18,12,Lance Stroll,Aston Martin Aramco Mercedes,+1.141s,18
23,13,Alexander Albon,Williams Mercedes,+1.143s,18
31,14,Esteban Ocon,Alpine Renault,+1.371s,20
10,15,Pierre Gasly,AlphaTauri RBPT,+1.414s,23
22,16,Yuki Tsunoda,AlphaTauri RBPT,+1.624s,22
3,17,Daniel Ricciardo,McLaren Mercedes,+1.667s,20
77,18,Valtteri Bottas,Alfa Romeo Ferrari,+1.727s,15
24,19,Guanyu Zhou,Alfa Romeo Ferrari,+1.789s,14
6,20,Nicholas Latifi,Williams Mercedes,+1.993s,22
