,Position,Driver,Car,Time
1,1,Max Verstappen,Red Bull Racing RBPT,1:10.342
16,2,Charles Leclerc,Ferrari,1:10.363
55,3,Carlos Sainz,Ferrari,1:10.434
44,4,Lewis Hamilton,Mercedes,1:10.648
11,5,Sergio Perez,Red Bull Racing RBPT,1:11.077
63,6,George Russell,Mercedes,1:11.147
4,7,Lando Norris,McLaren Mercedes,1:11.174
47,8,Mick Schumacher,Haas Ferrari,1:11.442
22,9,Yuki Tsunoda,AlphaTauri RBPT,1:12.556
18,10,Lance Stroll,Aston Martin Aramco Mercedes,
10,11,Pierre Gasly,AlphaTauri RBPT,1:11.512
31,12,Esteban Ocon,Alpine Renault,1:11.605
14,13,Fernando Alonso,Alpine Renault,1:11.613
24,14,Guanyu Zhou,Alfa Romeo Ferrari,1:11.704
23,15,Alexander Albon,Williams Mercedes,1:11.802
77,16,Valtteri Bottas,Alfa Romeo Ferrari,1:11.961
3,17,Daniel Ricciardo,McLaren Mercedes,1:12.081
20,18,Kevin Magnussen,Haas Ferrari,1:12.319
5,19,Sebastian Vettel,Aston Martin Aramco Mercedes,1:12.391
6,20,Nicholas Latifi,Williams Mercedes,1:13.353
