,Position,Driver,Car,Laps,Time,Points
14,1,Mark Webber,RBR Renault,71,1:32:23.081,10
5,2,Robert Kubica,Sauber BMW,71,+7.626s,8
1,3,Lewis Hamilton,McLaren Mercedes,71,+18.944s,6
15,4,Sebastian Vettel,RBR Renault,71,+19.652s,5
22,5,Jenson Button,Brawn Mercedes,71,+29.005s,4
4,6,Kimi Räikkönen,Ferrari,71,+33.340s,3
12,7,Sebastien Buemi,STR Ferrari,71,+35.991s,2
23,8,Rubens Barrichello,Brawn Mercedes,71,+45.454s,1
10,9,Kamui Kobayashi,Toyota,71,+63.324s,0
3,10,Giancarlo Fisichella,Ferrari,71,+70.665s,0
21,11,Vitantonio Liuzzi,Force India Mercedes,71,+71.388s,0
2,12,Heikki Kovalainen,McLaren Mercedes,71,+73.499s,0
8,13,Romain Grosjean,Renault,70,+1 lap,0
11,14,Jaime Alguersuari,STR Ferrari,70,+1 lap,0
17,NC,Kazuki Nakajima,Williams Toyota,30,DNF,0
16,NC,Nico Rosberg,Williams Toyota,27,DNF,0
6,NC,Nick Heidfeld,Sauber BMW,21,DNF,0
20,NC,Adrian Sutil,Force India Mercedes,0,DNF,0
9,NC,Jarno Trulli,Toyota,0,DNF,0
7,NC,Fernando Alonso,Renault,0,DNF,0
