,Position,Driver,Car,Q1,Q2,Q3,Laps
23,1,Rubens Barrichello,Brawn Mercedes,1:24.100,1:21.659,1:19.576,30
14,2,Mark Webber,RBR Renault,1:24.722,1:20.803,1:19.668,28
20,3,Adrian Sutil,Force India Mercedes,1:24.447,1:20.753,1:19.912,28
9,4,Jarno Trulli,Toyota,1:24.621,1:20.635,1:20.097,29
4,5,Kimi Räikkönen,Ferrari,1:23.047,1:21.378,1:20.168,30
12,6,Sebastien Buemi,STR Ferrari,1:24.591,1:20.701,1:20.250,35
16,7,Nico Rosberg,Williams Toyota,1:22.828,1:20.368,1:20.326,31
5,8,Robert Kubica,Sauber BMW,1:23.072,1:21.147,1:20.631,30
17,9,Kazuki Nakajima,Williams Toyota,1:23.161,1:20.427,1:20.674,32
7,10,Fernando Alonso,Renault,1:24.842,1:21.657,1:21.422,27
10,11,Kamui Kobayashi,Toyota,1:24.335,1:21.960,,22
11,12,Jaime Alguersuari,STR Ferrari,1:24.773,1:22.231,,25
8,13,Romain Grosjean,Renault,1:24.394,1:22.477,,23
22,14,Jenson Button,Brawn Mercedes,1:24.297,1:22.504,,23
21,15,Vitantonio Liuzzi,Force India Mercedes,1:24.645,DNF,,12
15,16,Sebastian Vettel,RBR Renault,1:25.009,,,13
2,17,Heikki Kovalainen,McLaren Mercedes,1:25.052,,,12
1,18,Lewis Hamilton,McLaren Mercedes,1:25.192,,,11
6,19,Nick Heidfeld,Sauber BMW,1:25.515,,,11
3,20,Giancarlo Fisichella,Ferrari,1:40.703,,,3
