,Position,Driver,Car,Lap,Time,Avg Speed
14,1,Mark Webber,RBR Renault,25,1:13.733,210.386
15,2,Sebastian Vettel,RBR Renault,59,1:13.890,209.939
23,3,Rubens Barrichello,Brawn Mercedes,20,1:13.950,209.768
5,4,Robert Kubica,Sauber BMW,38,1:14.155,209.188
2,5,Heikki Kovalainen,McLaren Mercedes,68,1:14.303,208.772
1,6,Lewis Hamilton,McLaren Mercedes,59,1:14.345,208.654
22,7,Jenson Button,Brawn Mercedes,46,1:14.353,208.631
16,8,Nico Rosberg,Williams Toyota,16,1:14.370,208.584
4,9,Kimi Räikkönen,Ferrari,47,1:14.558,208.058
12,10,Sebastien Buemi,STR Ferrari,58,1:14.563,208.044
10,11,Kamui Kobayashi,Toyota,71,1:14.676,207.729
8,12,Romain Grosjean,Renault,54,1:14.789,207.415
11,13,Jaime Alguersuari,STR Ferrari,59,1:14.861,207.216
3,14,Giancarlo Fisichella,Ferrari,55,1:14.931,207.022
6,15,Nick Heidfeld,Sauber BMW,19,1:14.988,206.865
21,16,Vitantonio Liuzzi,Force India Mercedes,43,1:14.990,206.859
17,17,Kazuki Nakajima,Williams Toyota,21,1:15.073,206.630
