,Position,Driver,Car,Time
0,1,Damon Hill,Williams Renault,1:11.494
2,2,Alain Prost,Williams Renault,1:11.683
7,3,Mika Hakkinen,McLaren Ford,1:12.443
8,4,Ayrton Senna,McLaren Ford,1:12.491
27,5,Jean Alesi,Ferrari,1:13.101
5,6,Michael Schumacher,Benetton Ford,1:13.403
6,7,Riccardo Patrese,Benetton Ford,1:13.863
28,8,Gerhard Berger,Ferrari,1:13.933
9,9,Derek Warwick,Footwork Mugen Honda,1:14.388
26,10,Mark Blundell,Ligier Renault,1:14.577
25,11,Martin Brundle,Ligier Renault,1:14.708
30,12,Jyrki Jarvilehto,Sauber,1:14.833
29,13,Karl Wendlinger,Sauber,1:15.016
12,14,Johnny Herbert,Lotus Ford,1:15.183
14,15,Rubens Barrichello,Jordan Hart,1:15.433
10,16,Aguri Suzuki,Footwork Mugen Honda,1:15.491
4,17,Andrea de Cesaris,Tyrrell Yamaha,1:15.904
11,18,Pedro Lamy,Lotus Ford,1:15.920
24,19,Pierluigi Martini,Minardi Ford,1:15.942
19,20,Philippe Alliot,Larrousse Lamborghini,1:16.144
3,21,Ukyo Katayama,Tyrrell Yamaha,1:16.186
20,22,Erik Comas,Larrousse Lamborghini,1:16.417
15,23,Emanuele Naspetti,Jordan Hart,1:16.566
23,24,Christian Fittipaldi,Minardi Ford,1:16.651
21,25,Michele Alboreto,Lola Ferrari,1:17.118
22,26,Luca Badoer,Lola Ferrari,1:17.739
