,Position,Driver,Car,Time
1,1,Ayrton Senna,McLaren Honda,1:21.114
5,2,Nigel Mansell,Williams Renault,1:21.247
2,3,Gerhard Berger,McLaren Honda,1:21.346
6,4,Riccardo Patrese,Williams Renault,1:21.372
27,5,Alain Prost,Ferrari,1:21.825
28,6,Jean Alesi,Ferrari,1:21.890
19,7,Michael Schumacher,Benetton Ford,1:22.471
20,8,Nelson Piquet,Benetton Ford,1:22.726
32,9,Roberto Moreno,Jordan Ford,1:23.102
23,10,Pierluigi Martini,Minardi Ferrari,1:23.294
8,11,Mark Blundell,Brabham Yamaha,1:23.473
16,12,Ivan Capelli,Leyton House Ilmor,1:23.674
4,13,Stefano Modena,Tyrrell Honda,1:23.701
33,14,Andrea de Cesaris,Jordan Ford,1:23.921
3,15,Satoru Nakajima,Tyrrell Honda,1:24.265
21,16,Emanuele Pirro,Dallara Judd,1:24.282
24,17,Gianni Morbidelli,Minardi Ferrari,1:24.287
15,18,Mauricio Gugelmin,Leyton House Ilmor,1:24.391
7,19,Martin Brundle,Brabham Yamaha,1:24.643
22,20,Jyrki Jarvilehto,Dallara Judd,1:24.725
25,21,Thierry Boutsen,Ligier Lamborghini,1:25.177
26,22,Erik Comas,Ligier Lamborghini,1:25.420
34,23,Nicola Larini,Lambo Lamborghini,1:25.717
29,24,Eric Bernard,Lola Ford,1:25.871
11,25,Mika Hakkinen,Lotus Judd,1:25.941
14,26,Olivier Grouillard,Fondmetal Ford,1:26.416
