,Position,Driver,Car,Time / Gap,Laps
16,1,Charles Leclerc,Ferrari,1:44.123,28
5,2,Sebastian Vettel,Ferrari,+0.630s,30
77,3,Valtteri Bottas,Mercedes,+0.846s,28
44,4,Lewis Hamilton,Mercedes,+0.892s,26
11,5,Sergio Perez,Racing Point BWT Mercedes,+0.994s,25
33,6,Max Verstappen,Red Bull Racing Honda,+1.271s,20
7,7,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.585s,25
18,8,Lance Stroll,Racing Point BWT Mercedes,+1.609s,21
3,9,Daniel Ricciardo,Renault,+1.612s,26
23,10,Alexander Albon,Red Bull Racing Honda,+1.648s,21
55,11,Carlos Sainz,McLaren Renault,+1.876s,28
8,12,Romain Grosjean,Haas Ferrari,+1.997s,21
27,13,Nico Hulkenberg,Renault,+2.086s,26
26,14,Daniil Kvyat,Scuderia Toro Rosso Honda,+2.091s,24
4,15,Lando Norris,McLaren Renault,+2.135s,29
99,16,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+2.205s,24
10,17,Pierre Gasly,Scuderia Toro Rosso Honda,+2.251s,28
20,18,Kevin Magnussen,Haas Ferrari,+2.276s,21
63,19,George Russell,Williams Mercedes,+3.764s,30
88,20,Robert Kubica,Williams Mercedes,+4.208s,32
