,Position,Driver,Car,Q1,Q2,Q3,Laps
16,1,Charles Leclerc,Ferrari,1:43.587,1:42.938,1:42.519,17
5,2,Sebastian Vettel,Ferrari,1:44.109,1:43.037,1:43.267,17
44,3,Lewis Hamilton,Mercedes,1:45.260,1:43.592,1:43.282,19
77,4,Valtteri Bottas,Mercedes,1:45.141,1:43.980,1:43.415,19
33,5,Max Verstappen,Red Bull Racing Honda,1:44.622,1:44.132,1:43.690,16
3,6,Daniel Ricciardo,Renault,1:45.560,1:44.103,1:44.257,17
27,7,Nico Hulkenberg,Renault,1:45.899,1:44.549,1:44.542,16
7,8,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:45.842,1:44.140,1:44.557,18
11,9,Sergio Perez,Racing Point BWT Mercedes,1:45.732,1:44.707,1:44.706,18
20,10,Kevin Magnussen,Haas Ferrari,1:45.839,1:44.738,1:45.086,18
8,11,Romain Grosjean,Haas Ferrari,1:45.694,1:44.797,,12
4,12,Lando Norris,McLaren Renault,1:46.154,1:44.847,,12
18,13,Lance Stroll,Racing Point BWT Mercedes,1:46.000,1:45.047,,8
23,14,Alexander Albon,Red Bull Racing Honda,1:45.528,1:45.799,,8
99,15,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:45.637,,,7
10,16,Pierre Gasly,Scuderia Toro Rosso Honda,1:46.435,,,5
55,17,Carlos Sainz,McLaren Renault,1:46.507,,,6
26,18,Daniil Kvyat,Scuderia Toro Rosso Honda,1:46.518,,,4
63,19,George Russell,Williams Mercedes,1:47.548,,,6
88,NC,Robert Kubica,Williams Mercedes,DNF,,,2
