,Position,Driver,Car,Time / Gap,Laps
16,1,Charles Leclerc,Ferrari,1:44.206,9
5,2,Sebastian Vettel,Ferrari,+0.451s,12
77,3,Valtteri Bottas,Mercedes,+0.497s,11
3,4,Daniel Ricciardo,Renault,+0.768s,10
33,5,Max Verstappen,Red Bull Racing Honda,+1.106s,11
11,6,Sergio Perez,Racing Point BWT Mercedes,+1.315s,12
44,7,Lewis Hamilton,Mercedes,+1.360s,4
7,8,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.453s,13
99,9,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+1.482s,13
10,10,Pierre Gasly,Scuderia Toro Rosso Honda,+1.546s,15
8,11,Romain Grosjean,Haas Ferrari,+1.600s,15
27,12,Nico Hulkenberg,Renault,+1.649s,11
20,13,Kevin Magnussen,Haas Ferrari,+1.798s,15
55,14,Carlos Sainz,McLaren Renault,+1.811s,14
4,15,Lando Norris,McLaren Renault,+2.064s,13
18,16,Lance Stroll,Racing Point BWT Mercedes,+2.173s,11
26,17,Daniil Kvyat,Scuderia Toro Rosso Honda,+2.436s,13
63,18,George Russell,Williams Mercedes,+3.652s,14
88,19,Robert Kubica,Williams Mercedes,+4.144s,14
23,20,Alexander Albon,Red Bull Racing Honda,+6.475s,14
