,Position,Driver,Car,Time
6,1,Keke Rosberg,Williams Ford,1:09.540
2,2,Riccardo Patrese,Brabham Ford,1:09.627
1,3,Nelson Piquet,Brabham Ford,1:10.060
28,4,Didier Pironi,Ferrari,1:10.066
8,5,Niki Lauda,McLaren Ford,1:10.638
16,6,Rene Arnoux,Renault,1:10.641
11,7,Elio de Angelis,Lotus Ford,1:10.650
15,8,Alain Prost,Renault,1:10.728
3,9,Michele Alboreto,Tyrrell Ford,1:10.892
5,10,Derek Daly,Williams Ford,1:10.980
22,11,Andrea de Cesaris,Alfa Romeo,1:11.347
7,12,John Watson,McLaren Ford,1:11.418
27,13,Patrick Tambay,Ferrari,1:11.430
23,14,Bruno Giacomelli,Alfa Romeo,1:11.502
36,15,Teo Fabi,Toleman Hart,1:11.728
35,16,Derek Warwick,Toleman Hart,1:11.761
4,17,Brian Henton,Tyrrell Ford,1:12.080
31,18,Jean-Pierre Jarier,Osella Ford,1:12.436
14,19,Roberto Guerrero,Ensign Ford,1:12.668
26,20,Jacques Laffite,Ligier Matra,1:12.695
20,21,Chico Serra,Fittipaldi Ford,1:13.096
29,22,Marc Surer,Arrows Ford,1:13.181
12,23,Nigel Mansell,Lotus Ford,1:13.212
25,24,Eddie  Cheever,Ligier Matra,1:13.301
17,25,Jochen Mass,March Ford,1:13.622
30,26,Mauro Baldi,Arrows Ford,1:13.721
