,Position,Driver,Car,Time / Gap,Laps
2,1,Heikki Kovalainen,McLaren Mercedes,1:28.841,37
7,2,Fernando Alonso,Renault,+0.006s,35
5,3,Robert Kubica,Sauber BMW,+0.215s,35
17,4,Kazuki Nakajima,Williams Toyota,+0.250s,37
15,5,Sebastian Vettel,RBR Renault,+0.361s,4
9,6,Jarno Trulli,Toyota,+0.366s,41
16,7,Nico Rosberg,Williams Toyota,+0.416s,40
23,8,Rubens Barrichello,Brawn Mercedes,+0.464s,35
14,9,Mark Webber,RBR Renault,+0.542s,39
8,10,Nelson Piquet,Renault,+0.560s,38
3,11,Felipe Massa,Ferrari,+0.575s,38
22,12,Jenson Button,Brawn Mercedes,+0.589s,33
1,13,Lewis Hamilton,McLaren Mercedes,+0.594s,31
10,14,Timo Glock,Toyota,+0.677s,40
4,15,Kimi Räikkönen,Ferrari,+0.679s,33
6,16,Nick Heidfeld,Sauber BMW,+0.709s,40
20,17,Adrian Sutil,Force India Mercedes,+1.240s,33
21,18,Giancarlo Fisichella,Force India Mercedes,+1.250s,38
11,19,Sebastien Bourdais,STR Ferrari,+1.454s,39
12,20,Sebastien Buemi,STR Ferrari,+1.788s,37
