,Position,Driver,Car,Lap,Time,Avg Speed
22,1,Jenson Button,Brawn Mercedes,40,1:27.579,219.422
15,2,Sebastian Vettel,RBR Renault,51,1:27.622,219.314
14,3,Mark Webber,RBR Renault,42,1:27.809,218.847
9,4,Jarno Trulli,Toyota,40,1:27.868,218.700
10,5,Timo Glock,Toyota,56,1:27.883,218.663
17,6,Kazuki Nakajima,Williams Toyota,58,1:27.988,218.402
5,7,Robert Kubica,Sauber BMW,58,1:28.008,218.352
4,8,Kimi Räikkönen,Ferrari,58,1:28.061,218.221
3,9,Felipe Massa,Ferrari,41,1:28.176,217.936
6,10,Nick Heidfeld,Sauber BMW,43,1:28.214,217.842
16,11,Nico Rosberg,Williams Toyota,36,1:28.222,217.823
8,12,Nelson Piquet,Renault,45,1:28.340,217.532
7,13,Fernando Alonso,Renault,57,1:28.389,217.411
23,14,Rubens Barrichello,Brawn Mercedes,37,1:28.526,217.075
1,15,Lewis Hamilton,McLaren Mercedes,53,1:28.562,216.986
12,16,Sebastien Buemi,STR Ferrari,57,1:28.624,216.835
11,17,Sebastien Bourdais,STR Ferrari,53,1:29.022,215.865
2,18,Heikki Kovalainen,McLaren Mercedes,41,1:29.174,215.497
20,19,Adrian Sutil,Force India Mercedes,55,1:29.192,215.454
21,20,Giancarlo Fisichella,Force India Mercedes,3,1:34.070,204.281
