,Position,Driver,Car,Time / Gap,Laps
16,1,Nico Rosberg,Williams Toyota,1:28.952,24
1,2,Lewis Hamilton,McLaren Mercedes,+0.311s,23
9,3,Jarno Trulli,Toyota,+0.319s,26
15,4,Sebastian Vettel,RBR Renault,+0.385s,18
3,5,Felipe Massa,Ferrari,+0.390s,22
17,6,Kazuki Nakajima,Williams Toyota,+0.419s,21
4,7,Kimi Räikkönen,Ferrari,+0.446s,25
7,8,Fernando Alonso,Renault,+0.470s,24
23,9,Rubens Barrichello,Brawn Mercedes,+0.573s,25
2,10,Heikki Kovalainen,McLaren Mercedes,+0.638s,20
22,11,Jenson Button,Brawn Mercedes,+0.795s,20
20,12,Adrian Sutil,Force India Mercedes,+0.912s,22
10,13,Timo Glock,Toyota,+0.982s,26
8,14,Nelson Piquet,Renault,+1.180s,18
14,15,Mark Webber,RBR Renault,+1.224s,22
5,16,Robert Kubica,Sauber BMW,+1.693s,22
6,17,Nick Heidfeld,Sauber BMW,+1.737s,20
21,18,Giancarlo Fisichella,Force India Mercedes,+1.777s,22
11,19,Sebastien Bourdais,STR Ferrari,+1.886s,24
12,20,Sebastien Buemi,STR Ferrari,+1.992s,26
