,Position,Driver,Car,Time
4,1,Juan Manuel Fangio,Alfa Romeo,2:25.700
2,2,Nino Farina,Alfa Romeo,2:27.400
12,3,Alberto Ascari,Ferrari,2:28.100
10,4,Luigi  Villoresi,Ferrari,2:28.500
6,5,Consalvo  Sanesi,Alfa Romeo,2:28.900
14,6,Jose Froilan Gonzalez,Ferrari,2:30.800
8,7,Luigi Fagioli,Alfa Romeo,2:33.100
42,8,Louis  Chiron,Talbot-Lago,2:43.700
26,9,Reg  Parnell,Ferrari,2:44.000
38,10,Philippe  Etancelin,Talbot-Lago,2:44.800
46,11,Yves Giraud-Cabantous,,2:45.700
28,12,Johnny Claes,Talbot-Lago,2:46.600
40,13,Louis  Rosier,Talbot-Lago,2:48.000
44,14,Eugene  Chaboud,Talbot-Lago,2:49.600
50,15,Onofre Marimon,Maserati,2:49.800
18,16,Toulo de Graffenried,Maserati,2:50.100
36,17,Aldo  Gordini ,Simca-Gordini,2:50.300
32,18,Maurice  Trintignant,Simca-Gordini,2:50.300
48,19,Guy  Mairesse,Talbot-Lago,2:58.400
24,20,Peter  Whitehead,Ferrari,
34,21,Andre  Simon,Simca-Gordini,
20,22,Harry Schell,Maserati,
30,23,Robert  Manzon,Simca-Gordini,
