,Position,Driver,Car,Time
4,1,Stirling Moss,Cooper Climax,2:02.890
1,2,Jack Brabham,Cooper Climax,2:04.950
2,3,Masten Gregory,Cooper Climax,2:06.330
5,4,Maurice  Trintignant,Cooper Climax,2:07.380
7,5,Jo Bonnier,BRM,2:07.860
16,6,Dan Gurney,Ferrari,2:07.990
15,7,Phil Hill,Ferrari,2:08.020
3,8,Bruce McLaren,Cooper Climax,2:08.170
6,9,Harry Schell,BRM,2:09.080
14,10,Tony Brooks,Ferrari,2:10.960
8,11,Ron Flockhart,BRM,2:10.980
10,12,Roy Salvadori,Aston Martin,2:13.280
9,13,Carroll  Shelby ,Aston Martin,2:13.580
18,14,Mario  de Araujo Cabral ,Maserati,2:15.250
11,15,Graham Hill,Lotus Climax,2:15.550
12,16,Innes Ireland,Lotus Climax,2:18.470
