,Position,Driver,Car,Time / Gap,Laps
1,1,Mika Hakkinen,McLaren Mercedes,1:11.336,33
2,2,David Coulthard,McLaren Mercedes,+0.080s,35
3,3,Michael Schumacher,Ferrari,+0.269s,37
4,4,Rubens Barrichello,Ferrari,+0.418s,36
22,5,Jacques Villeneuve,BAR Honda,+0.671s,25
8,6,Johnny Herbert,Jaguar Cosworth,+0.746s,33
5,7,Heinz-Harald Frentzen,Jordan Mugen Honda,+0.748s,37
17,8,Mika Salo,Sauber Petronas,+0.806s,27
11,9,Giancarlo Fisichella,Benetton Playlife,+0.872s,27
18,10,Pedro de la Rosa,Arrows Supertec,+0.894s,29
19,11,Jos Verstappen,Arrows Supertec,+1.006s,47
6,12,Jarno Trulli,Jordan Mugen Honda,+1.068s,35
10,13,Jenson Button,Williams BMW,+1.094s,36
23,14,Ricardo Zonta,BAR Honda,+1.098s,30
9,15,Ralf Schumacher,Williams BMW,+1.189s,30
16,16,Pedro Diniz,Sauber Petronas,+1.193s,27
15,17,Nick Heidfeld,Prost Peugeot,+1.362s,27
12,18,Alexander Wurz,Benetton Playlife,+1.486s,45
21,19,Gaston Mazzacane,Minardi Fondmetal,+1.778s,28
14,20,Jean Alesi,Prost Peugeot,+1.805s,27
20,21,Marc Gene,Minardi Fondmetal,+2.370s,32
7,22,Luciano Burti,Jaguar Cosworth,+2.813s,18
