,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:42.113,35
6,2,Nico Rosberg,Mercedes,+0.083s,37
20,3,Kevin Magnussen,McLaren Mercedes,+0.782s,37
1,4,Sebastian Vettel,Red Bull Racing Renault,+0.846s,33
77,5,Valtteri Bottas,Williams Mercedes,+0.957s,34
3,6,Daniel Ricciardo,Red Bull Racing Renault,+1.070s,32
7,7,Kimi Räikkönen,Ferrari,+1.376s,33
22,8,Jenson Button,McLaren Mercedes,+1.390s,23
26,9,Daniil Kvyat,STR Renault,+1.433s,38
19,10,Felipe Massa,Williams Mercedes,+1.445s,34
11,11,Sergio Perez,Force India Mercedes,+1.633s,37
13,12,Pastor Maldonado,Lotus Renault,+1.892s,38
27,13,Nico Hulkenberg,Force India Mercedes,+1.955s,32
25,14,Jean-Eric Vergne,STR Renault,+2.044s,39
21,15,Esteban Gutierrez ,Sauber Ferrari,+2.203s,38
99,16,Adrian Sutil,Sauber Ferrari,+2.650s,37
8,17,Romain Grosjean,Lotus Renault,+2.873s,35
10,18,Kamui Kobayashi,Caterham Renault,+3.392s,38
46,19,Will Stevens,Caterham Renault,+4.944s,34
14,20,Fernando Alonso,Ferrari,,2
