,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,55,1:39:02.619,50
19,2,Felipe Massa,Williams Mercedes,55,+2.576s,36
77,3,Valtteri Bottas,Williams Mercedes,55,+28.880s,30
3,4,Daniel Ricciardo,Red Bull Racing Renault,55,+37.237s,24
22,5,Jenson Button,McLaren Mercedes,55,+60.334s,20
27,6,Nico Hulkenberg,Force India Mercedes,55,+62.148s,16
11,7,Sergio Perez,Force India Mercedes,55,+71.060s,12
1,8,Sebastian Vettel,Red Bull Racing Renault,55,+72.045s,8
14,9,Fernando Alonso,Ferrari,55,+85.813s,4
7,10,Kimi Räikkönen,Ferrari,55,+87.820s,2
20,11,Kevin Magnussen,McLaren Mercedes,55,+90.376s,0
25,12,Jean-Eric Vergne,STR Renault,55,+91.947s,0
8,13,Romain Grosjean,Lotus Renault,54,+1 lap,0
6,14,Nico Rosberg,Mercedes,54,+1 lap,0
21,15,Esteban Gutierrez ,Sauber Ferrari,54,+1 lap,0
99,16,Adrian Sutil,Sauber Ferrari,54,+1 lap,0
46,17,Will Stevens,Caterham Renault,54,+1 lap,0
10,NC,Kamui Kobayashi,Caterham Renault,42,DNF,0
13,NC,Pastor Maldonado,Lotus Renault,26,DNF,0
26,NC,Daniil Kvyat,STR Renault,14,DNF,0
