,Position,Driver,Car,Q1,Q2,Q3,Laps
6,1,Nico Rosberg,Mercedes,1:41.308,1:41.459,1:40.480,13
44,2,Lewis Hamilton,Mercedes,1:41.207,1:40.920,1:40.866,12
77,3,Valtteri Bottas,Williams Mercedes,1:42.346,1:41.376,1:41.025,18
19,4,Felipe Massa,Williams Mercedes,1:41.475,1:41.144,1:41.119,20
3,NC,Daniel Ricciardo,Red Bull Racing Renault,1:42.204,1:41.692,1:41.267,12
1,NC,Sebastian Vettel,Red Bull Racing Renault,1:42.495,1:42.147,1:41.893,17
26,5,Daniil Kvyat,STR Renault,1:42.302,1:42.082,1:41.908,18
22,6,Jenson Button,McLaren Mercedes,1:42.137,1:41.875,1:41.964,18
7,7,Kimi Räikkönen,Ferrari,1:42.439,1:42.168,1:42.236,15
14,8,Fernando Alonso,Ferrari,1:42.467,1:41.940,1:42.866,19
20,9,Kevin Magnussen,McLaren Mercedes,1:42.104,1:42.198,,13
25,10,Jean-Eric Vergne,STR Renault,1:42.413,1:42.207,,12
11,11,Sergio Perez,Force India Mercedes,1:42.654,1:42.239,,15
27,12,Nico Hulkenberg,Force India Mercedes,1:42.444,1:42.384,,12
99,13,Adrian Sutil,Sauber Ferrari,1:42.746,1:43.074,,14
8,14,Romain Grosjean,Lotus Renault,1:42.768,,,8
21,15,Esteban Gutierrez ,Sauber Ferrari,1:42.819,,,8
13,16,Pastor Maldonado,Lotus Renault,1:42.860,,,8
10,17,Kamui Kobayashi,Caterham Renault,1:44.540,,,7
46,18,Will Stevens,Caterham Renault,1:45.095,,,8
