,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
3,1,Daniel Ricciardo,Red Bull Racing Renault,50,1:44.496,191.341,18:34:31
19,2,Felipe Massa,Williams Mercedes,47,1:44.826,190.738,18:28:37
1,3,Sebastian Vettel,Red Bull Racing Renault,51,1:45.552,189.427,18:36:46
44,4,Lewis Hamilton,Mercedes,49,1:45.599,189.342,18:32:01
25,5,Jean-Eric Vergne,STR Renault,50,1:45.686,189.186,18:35:16
77,6,Valtteri Bottas,Williams Mercedes,54,1:45.727,189.113,18:41:21
27,7,Nico Hulkenberg,Force India Mercedes,47,1:45.777,189.024,18:29:32
11,8,Sergio Perez,Force India Mercedes,49,1:45.808,188.968,18:33:11
22,9,Jenson Button,McLaren Mercedes,47,1:46.739,187.320,18:29:23
20,10,Kevin Magnussen,McLaren Mercedes,37,1:46.824,187.171,18:11:56
6,11,Nico Rosberg,Mercedes,17,1:46.869,187.092,17:34:29
14,12,Fernando Alonso,Ferrari,45,1:47.424,186.126,18:26:04
10,13,Kamui Kobayashi,Caterham Renault,38,1:47.431,186.113,18:14:42
99,14,Adrian Sutil,Sauber Ferrari,44,1:47.508,185.980,18:25:05
21,15,Esteban Gutierrez ,Sauber Ferrari,43,1:47.698,185.652,18:22:58
7,16,Kimi Räikkönen,Ferrari,46,1:47.736,185.586,18:27:56
8,17,Romain Grosjean,Lotus Renault,35,1:47.897,185.310,18:08:26
46,18,Will Stevens,Caterham Renault,47,1:48.398,184.453,18:31:42
26,19,Daniil Kvyat,STR Renault,10,1:48.748,183.859,17:22:18
13,20,Pastor Maldonado,Lotus Renault,9,1:48.933,183.547,17:20:41
