,Position,Driver,Car,Time / Gap,Laps
6,1,Nico Rosberg,Mercedes,1:41.424,19
44,2,Lewis Hamilton,Mercedes,+0.369s,17
19,3,Felipe Massa,Williams Mercedes,+1.005s,18
14,4,Fernando Alonso,Ferrari,+1.229s,8
1,5,Sebastian Vettel,Red Bull Racing Renault,+1.255s,19
22,6,Jenson Button,McLaren Mercedes,+1.344s,20
3,7,Daniel Ricciardo,Red Bull Racing Renault,+1.349s,14
77,8,Valtteri Bottas,Williams Mercedes,+1.370s,19
26,9,Daniil Kvyat,STR Renault,+1.385s,20
7,10,Kimi Räikkönen,Ferrari,+1.614s,14
20,11,Kevin Magnussen,McLaren Mercedes,+1.688s,13
25,12,Jean-Eric Vergne,STR Renault,+1.928s,20
11,13,Sergio Perez,Force India Mercedes,+1.936s,19
27,14,Nico Hulkenberg,Force India Mercedes,+2.077s,18
21,15,Esteban Gutierrez ,Sauber Ferrari,+2.219s,24
13,16,Pastor Maldonado,Lotus Renault,+2.294s,17
8,17,Romain Grosjean,Lotus Renault,+2.354s,18
99,18,Adrian Sutil,Sauber Ferrari,+2.598s,22
10,19,Kamui Kobayashi,Caterham Renault,+3.620s,16
46,20,Will Stevens,Caterham Renault,+4.535s,21
