,Position,Driver,Car,Time / Gap,Laps
6,1,David Coulthard,Williams Renault,1:52.474,20
8,2,Mika Hakkinen,McLaren Mercedes,+0.402s,17
1,3,Michael Schumacher,Benetton Renault,+0.845s,19
28,4,Gerhard Berger,Ferrari,+0.869s,16
5,5,Damon Hill,Williams Renault,+0.918s,20
7,6,Mark Blundell,McLaren Mercedes,+1.644s,20
15,7,Eddie Irvine,Jordan Peugeot,+1.809s,21
4,8,Mika Salo,Tyrrell Yamaha,+2.708s,23
14,9,Rubens Barrichello,Jordan Peugeot,+2.795s,20
2,10,Johnny Herbert,Benetton Renault,+3.312s,19
25,11,Martin Brundle,Ligier Mugen Honda,+3.413s,22
3,12,Ukyo Katayama,Tyrrell Yamaha,+3.588s,17
30,13,Heinz-Harald Frentzen,Sauber Ford,+3.835s,17
27,14,Jean Alesi,Ferrari,+4.485s,3
29,15,Jean-Christophe Boullion,Sauber Ford,+4.541s,16
24,16,Luca Badoer,Minardi Ford,+4.603s,21
23,17,Pedro Lamy,Minardi Ford,+5.195s,23
9,18,Massimiliano Papis,Footwork Hart,+5.340s,12
10,19,Taki Inoue,Footwork Hart,+6.732s,20
17,20,Andrea Montermini,Pacific Ilmor,+7.571s,7
21,21,Pedro Diniz,Forti Ford,+9.156s,20
22,22,Roberto Moreno,Forti Ford,+9.837s,18
26,23,Olivier Panis,Ligier Mugen Honda,+10.191s,3
16,24,Giovanni Lavaggi,Pacific Ilmor,+290.270s,5
