,Position,Driver,Car,Laps,Time,Points
20,1,Jody Scheckter,Wolf Ford,53,1:40:11.190,9
8,2,Carlos Pace,Brabham Alfa Romeo,53,+43.240s,6
12,3,Carlos Reutemann,Ferrari,53,+46.020s,4
28,4,Emerson Fittipaldi,Fittipaldi Ford,53,+55.480s,3
5,5,Mario Andretti,Lotus Ford,51,DNF,2
22,6,Clay Regazzoni,Ensign Ford,51,+2 laps,1
19,7,Vittorio Brambilla,Surtees Ford,48,DNF,0
10,NC,Ian Scheckter,March Ford,45,DNF,0
16,NC,Tom Pryce,Shadow Ford,45,+8 laps,0
7,NC,John Watson,Brabham Alfa Romeo,41,DNF,0
9,NC,Alex Ribeiro,March Ford,39,DNF,0
26,NC,Jacques Laffite,Ligier Matra,37,+16 laps,0
4,NC,Patrick Depailler,Tyrrell Ford,32,DNF,0
1,NC,James Hunt,McLaren Ford,31,DNF,0
2,NC,Jochen Mass,McLaren Ford,28,DNF,0
3,NC,Ronnie Peterson,Tyrrell Ford,28,DNF,0
29,NC,Ingo Hoffman,Fittipaldi Ford,22,DNF,0
11,NC,Niki Lauda,Ferrari,20,DNF,0
18,NC,Hans Binder,Surtees Ford,18,DNF,0
17,NC,Renzo Zorzi,Shadow Ford,2,DNF,0
