,Position,Driver,Car,Time
6,1,Graham Hill,Lotus Climax,1:24.600
15,2,Dan Gurney,Eagle Climax,1:25.100
8,3,Jack Brabham,Brabham Repco,1:25.600
12,4,Jochen Rindt,Cooper Maserati,1:26.500
14,5,Pedro Rodriguez,Cooper Maserati,1:26.580
7,6,John Surtees,Honda,1:26.650
2,7,Denny Hulme,Brabham Repco,1:26.650
5,8,Jim Clark,Lotus Climax,1:26.800
3,9,Chris Amon,Ferrari,1:26.900
4,10,Mike  Parkes ,Ferrari,1:27.000
9,11,Jackie Stewart,BRM,1:27.200
10,12,Mike Spence,BRM,1:27.400
18,13,Chris   Irwin,Lotus BRM,1:27.500
17,14,Bruce McLaren,McLaren BRM,1:27.700
22,15,Ludovico Scarfiotti,Ferrari,1:27.900
20,16,Jo Siffert,Cooper Maserati,1:28.800
21,17,Bob Anderson,Brabham Climax,1:29.000
