,Position,Driver,Car,Laps,Time,Points
7,1,Alain Prost,McLaren TAG,60,1:36:53.679,9
28,2,Rene Arnoux,Ferrari,60,+13.416s,6
11,3,Elio de Angelis,Lotus Renault,59,DNF,4
16,4,Derek Warwick,Renault,59,+1 lap,3
18,5,Thierry Boutsen,Arrows Ford,59,+1 lap,2
26,6,Andrea de Cesaris,Ligier Renault,58,DNF,1
23,7,Eddie  Cheever,Alfa Romeo,58,DNF,0
21,8,Mauro Baldi,Spirit Hart,58,+2 laps,0
10,9,Jonathan  Palmer,RAM Hart,57,+3 laps,0
9,NC,Philippe Alliot,RAM Hart,53,DNF,0
20,NC,Johnny Cecotto,Toleman Hart,52,DNF,0
1,NC,Nelson Piquet,Brabham BMW,48,DNF,0
2,NC,Teo Fabi,Brabham BMW,48,DNF,0
30,NC,Jo Gartner,Osella Alfa Romeo,46,DNF,0
17,NC,Marc Surer,Arrows BMW,40,DNF,0
14,NC,Manfred Winkelhock,ATS BMW,31,DNF,0
27,NC,Michele Alboreto,Ferrari,23,DNF,0
8,NC,Niki Lauda,McLaren TAG,15,DNF,0
5,NC,Jacques Laffite,Williams Honda,11,DNF,0
22,NC,Riccardo Patrese,Alfa Romeo,6,DNF,0
12,NC,Nigel Mansell,Lotus Renault,2,DNF,0
6,NC,Keke Rosberg,Williams Honda,2,DNF,0
