,Position,Driver,Car,Laps,Time,Points
3,1,Michael Schumacher,Ferrari,67,1:42:00.307,10
1,2,Mika Hakkinen,McLaren Mercedes,67,+13.821s,6
2,3,David Coulthard,McLaren Mercedes,66,+1 lap,4
4,4,Rubens Barrichello,Ferrari,66,+1 lap,3
11,5,Giancarlo Fisichella,Benetton Playlife,66,+1 lap,2
18,6,Pedro de la Rosa,Arrows Supertec,66,+1 lap,1
16,7,Pedro Diniz,Sauber Petronas,65,+2 laps,0
21,8,Gaston Mazzacane,Minardi Fondmetal,65,+2 laps,0
14,9,Jean Alesi,Prost Peugeot,65,+2 laps,0
10,10,Jenson Button,Williams BMW,62,DNF,0
8,11,Johnny Herbert,Jaguar Cosworth,61,DNF,0
12,12,Alexander Wurz,Benetton Playlife,61,DNF,0
23,NC,Ricardo Zonta,BAR Honda,51,DNF,0
20,NC,Marc Gene,Minardi Fondmetal,47,DNF,0
22,NC,Jacques Villeneuve,BAR Honda,46,DNF,0
7,NC,Eddie Irvine,Jaguar Cosworth,29,DNF,0
19,NC,Jos Verstappen,Arrows Supertec,29,DNF,0
9,NC,Ralf Schumacher,Williams BMW,29,DNF,0
17,NC,Mika Salo,Sauber Petronas,27,DNF,0
5,NC,Heinz-Harald Frentzen,Jordan Mugen Honda,2,DNF,0
6,NC,Jarno Trulli,Jordan Mugen Honda,0,DNF,0
