,Position,Driver,Car,Time
8,1,Alberto Ascari,Ferrari,2:14.800
10,2,Nino Farina,Ferrari,2:16.200
12,3,Piero  Taruffi,Ferrari,2:17.100
4,4,Jean Behra,Gordini,2:19.300
2,5,Robert  Manzon,Gordini,2:20.400
44,6,Maurice  Trintignant,Gordini,2:21.600
22,8,Peter Collins,HWM Alta,2:21.900
14,9,Louis  Rosier,Ferrari,2:27.000
24,10,Yves Giraud-Cabantous,HWM Alta,2:27.500
18,11,Harry Schell,Maserati Plate,2:29.000
42,12,Mike Hawthorn,Cooper Bristol,2:32.000
16,13,Toulo de Graffenried,Maserati Plate,2:28.600
20,14,Lance Macklin,HWM Alta,2:30.900
6,15,Prince Bira,Gordini,2:23.000
38,16,Franco  Comotti,Ferrari,2:36.000
34,17,Rudi  Fischer ,Ferrari,2:34.600
28,18,Philippe  Etancelin,Maserati,2:33.700
40,19,Piero Carini,Ferrari,2:37.700
32,20,Johnny Claes,Simca-Gordini,2:39.600
