,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
44,1,Lewis Hamilton,Mercedes,41,1:38.485,201.521,15:13:29
33,2,Max Verstappen,Red Bull Racing Honda,52,1:39.096,200.278,15:31:38
16,3,Charles Leclerc,Ferrari,41,1:39.303,199.861,15:13:57
11,4,Sergio Perez,Red Bull Racing Honda,32,1:39.566,199.333,14:58:43
14,5,Fernando Alonso,Alpine Renault,46,1:40.067,198.335,15:23:43
77,6,Valtteri Bottas,Mercedes,41,1:40.147,198.176,15:14:20
4,7,Lando Norris,McLaren Mercedes,41,1:40.228,198.016,15:14:25
3,8,Daniel Ricciardo,McLaren Mercedes,43,1:40.345,197.785,15:17:39
55,9,Carlos Sainz,Ferrari,40,1:40.377,197.722,15:12:37
5,10,Sebastian Vettel,Aston Martin Mercedes,40,1:40.481,197.517,15:13:33
63,11,George Russell,Williams Mercedes,36,1:41.120,196.269,15:06:57
99,12,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,44,1:41.145,196.221,15:20:15
22,13,Yuki Tsunoda,AlphaTauri Honda,47,1:41.151,196.209,15:25:14
18,14,Lance Stroll,Aston Martin Mercedes,36,1:41.189,196.135,15:06:54
7,15,Kimi Räikkönen,Alfa Romeo Racing Ferrari,43,1:41.340,195.843,15:18:31
47,16,Mick Schumacher,Haas Ferrari,36,1:41.395,195.737,15:07:25
6,17,Nicholas Latifi,Williams Mercedes,46,1:41.818,194.924,15:24:16
10,18,Pierre Gasly,AlphaTauri Honda,12,1:42.015,194.547,14:24:53
31,19,Esteban Ocon,Alpine Renault,28,1:42.194,194.207,14:53:30
9,20,Nikita Mazepin,Haas Ferrari,42,1:42.886,192.900,15:18:57
