,Position,Driver,Car,Laps,Time,Points
33,1,Max Verstappen,Red Bull Racing Honda,56,1:34:36.552,25
44,2,Lewis Hamilton,Mercedes,56,+1.333s,19
11,3,Sergio Perez,Red Bull Racing Honda,56,+42.223s,15
16,4,Charles Leclerc,Ferrari,56,+52.246s,12
3,5,Daniel Ricciardo,McLaren Mercedes,56,+76.854s,10
77,6,Valtteri Bottas,Mercedes,56,+80.128s,8
55,7,Carlos Sainz,Ferrari,56,+83.545s,6
4,8,Lando Norris,McLaren Mercedes,56,+84.395s,4
22,9,Yuki Tsunoda,AlphaTauri Honda,55,+1 lap,2
5,10,Sebastian Vettel,Aston Martin Mercedes,55,+1 lap,1
99,11,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,55,+1 lap,0
18,12,Lance Stroll,Aston Martin Mercedes,55,+1 lap,0
7,13,Kimi Räikkönen,Alfa Romeo Racing Ferrari,55,+1 lap,0
63,14,George Russell,Williams Mercedes,55,+1 lap,0
6,15,Nicholas Latifi,Williams Mercedes,55,+1 lap,0
47,16,Mick Schumacher,Haas Ferrari,54,+2 laps,0
9,17,Nikita Mazepin,Haas Ferrari,54,+2 laps,0
14,NC,Fernando Alonso,Alpine Renault,49,DNF,0
31,NC,Esteban Ocon,Alpine Renault,40,DNF,0
10,NC,Pierre Gasly,AlphaTauri Honda,14,DNF,0
