,Position,Driver,Car,Laps,Time,Points
2,1,Jack Brabham,Cooper Climax,36,2:21:37.300,8
4,2,Bruce McLaren,Cooper Climax,36,+63.300s,6
10,NC,Graham Hill,BRM,35,DNF,0
34,3,Olivier  Gendebien,Cooper Climax,35,+1 lap,4
24,4,Phil Hill,Ferrari,35,+1 lap,3
18,5,Jim Clark,Lotus Climax,34,+2 laps,2
32,6,Lucien Bianchi,Cooper Climax,28,+8 laps,1
16,NC,Alan  Stacey ,Lotus Climax,24,DNF,0
22,NC,Willy Mairesse,Ferrari,23,DNF,0
26,NC,Wolfgang von Trips,Ferrari,22,DNF,0
36,NC,Chris  Bristow ,Cooper Climax,19,DNF,0
30,NC,Chuck  Daigh ,Scarab,16,DNF,0
6,NC,Jo Bonnier,BRM,14,DNF,0
14,NC,Innes Ireland,Lotus Climax,13,DNF,0
8,NC,Dan Gurney,BRM,4,DNF,0
38,NC,Tony Brooks,Cooper Climax,2,DNF,0
28,NC,Lance  Reventlow ,Scarab,1,DNF,0
