,Position,Driver,Car,Q1,Q2,Q3,Laps
22,1,Lewis Hamilton,McLaren Mercedes,1:15.218,1:14.603,1:15.666,13
2,2,Felipe Massa,Ferrari,1:14.921,1:14.747,1:15.859,16
23,3,Heikki Kovalainen,McLaren Mercedes,1:15.476,1:14.855,1:16.143,17
11,4,Jarno Trulli,Toyota,1:15.560,1:15.122,1:16.191,21
5,5,Fernando Alonso,Renault,1:15.917,1:14.943,1:16.385,19
1,6,Kimi Räikkönen,Ferrari,1:15.201,1:14.949,1:16.389,19
4,7,Robert Kubica,Sauber BMW,1:15.985,1:15.109,1:16.521,20
10,8,Mark Webber,Red Bull Renault,1:15.900,1:15.481,1:17.014,20
15,9,Sebastian Vettel,STR Ferrari,1:15.532,1:15.420,1:17.244,22
9,10,David Coulthard,Red Bull Renault,1:15.975,1:15.338,1:17.503,20
12,11,Timo Glock,Toyota,1:15.560,1:15.508,,17
3,12,Nick Heidfeld,Sauber BMW,1:15.596,1:15.581,,14
7,13,Nico Rosberg,Williams Toyota,1:15.863,1:15.633,,16
16,14,Jenson Button,Honda,1:15.993,1:15.701,,15
14,15,Sebastien Bourdais,STR Ferrari,1:15.927,1:15.858,,15
8,16,Kazuki Nakajima,Williams Toyota,1:16.083,,,10
6,17,Nelson Piquet,Renault,1:16.189,,,7
17,18,Rubens Barrichello,Honda,1:16.246,,,10
20,19,Adrian Sutil,Force India Ferrari,1:16.657,,,10
21,20,Giancarlo Fisichella,Force India Ferrari,1:16.963,,,10
