,Position,Driver,Car,Time
22,1,Lewis Hamilton,McLaren Mercedes,1:15.666
2,2,Felipe Massa,Ferrari,1:15.859
23,3,Heikki Kovalainen,McLaren Mercedes,1:16.143
11,4,Jarno Trulli,Toyota,1:16.191
5,5,Fernando Alonso,Renault,1:16.385
1,6,Kimi Räikkönen,Ferrari,1:16.389
4,7,Robert Kubica,Sauber BMW,1:16.521
10,8,Mark Webber,Red Bull Renault,1:17.014
15,9,Sebastian Vettel,STR Ferrari,1:17.244
9,10,David Coulthard,Red Bull Renault,1:17.503
12,11,Timo Glock,Toyota,1:15.508
3,12,Nick Heidfeld,Sauber BMW,1:15.581
7,13,Nico Rosberg,Williams Toyota,1:15.633
16,14,Jenson Button,Honda,1:15.701
14,15,Sebastien Bourdais,STR Ferrari,1:15.858
8,16,Kazuki Nakajima,Williams Toyota,1:16.083
6,17,Nelson Piquet,Renault,1:16.189
17,18,Rubens Barrichello,Honda,1:16.246
20,19,Adrian Sutil,Force India Ferrari,1:16.657
21,20,Giancarlo Fisichella,Force India Ferrari,1:16.963
