,Position,Driver,Car,Lap,Time,Avg Speed
3,1,Nick Heidfeld,Sauber BMW,52,1:15.987,216.700
22,2,Lewis Hamilton,McLaren Mercedes,17,1:16.039,216.552
1,3,Kimi Räikkönen,Ferrari,66,1:16.342,215.692
23,4,Heikki Kovalainen,McLaren Mercedes,63,1:16.495,215.261
2,5,Felipe Massa,Ferrari,19,1:16.502,215.241
4,6,Robert Kubica,Sauber BMW,17,1:16.610,214.937
12,7,Timo Glock,Toyota,24,1:16.712,214.652
15,8,Sebastian Vettel,STR Ferrari,20,1:16.772,214.484
6,9,Nelson Piquet,Renault,66,1:16.910,214.099
14,10,Sebastien Bourdais,STR Ferrari,63,1:16.969,213.935
9,11,David Coulthard,Red Bull Renault,18,1:16.994,213.866
11,12,Jarno Trulli,Toyota,17,1:17.023,213.785
5,13,Fernando Alonso,Renault,17,1:17.115,213.530
10,14,Mark Webber,Red Bull Renault,20,1:17.206,213.278
7,15,Nico Rosberg,Williams Toyota,34,1:17.380,212.799
16,16,Jenson Button,Honda,56,1:17.636,212.097
8,17,Kazuki Nakajima,Williams Toyota,23,1:17.691,211.947
20,18,Adrian Sutil,Force India Ferrari,66,1:17.889,211.408
17,19,Rubens Barrichello,Honda,30,1:17.986,211.145
21,20,Giancarlo Fisichella,Force India Ferrari,67,1:18.208,210.546
