,Position,Driver,Car,Laps,Time,Points
22,1,Lewis Hamilton,McLaren Mercedes,67,1:31:20.874,10
6,2,Nelson Piquet,Renault,67,+5.586s,8
2,3,Felipe Massa,Ferrari,67,+9.339s,6
3,4,Nick Heidfeld,Sauber BMW,67,+9.825s,5
23,5,Heikki Kovalainen,McLaren Mercedes,67,+12.411s,4
1,6,Kimi Räikkönen,Ferrari,67,+14.483s,3
4,7,Robert Kubica,Sauber BMW,67,+22.603s,2
15,8,Sebastian Vettel,STR Ferrari,67,+33.282s,1
11,9,Jarno Trulli,Toyota,67,+37.199s,0
7,10,Nico Rosberg,Williams Toyota,67,+37.658s,0
5,11,Fernando Alonso,Renault,67,+38.625s,0
14,12,Sebastien Bourdais,STR Ferrari,67,+39.111s,0
9,13,David Coulthard,Red Bull Renault,67,+54.971s,0
8,14,Kazuki Nakajima,Williams Toyota,67,+60.003s,0
20,15,Adrian Sutil,Force India Ferrari,67,+69.488s,0
21,16,Giancarlo Fisichella,Force India Ferrari,67,+84.093s,0
16,17,Jenson Button,Honda,66,+1 lap,0
17,NC,Rubens Barrichello,Honda,50,DNF,0
10,NC,Mark Webber,Red Bull Renault,40,DNF,0
12,NC,Timo Glock,Toyota,35,DNF,0
