,Position,Driver,Car,Time
7,1,Stirling Moss,Vanwall,1:39.400
20,2,Harry Schell,BRM,1:39.800
10,3,Roy Salvadori,Cooper Climax,1:40.000
2,4,Mike Hawthorn,Ferrari,1:40.400
17,5,Cliff Allison,Lotus Climax,1:40.400
1,6,Peter Collins,Ferrari,1:40.600
9,7,Stuart  Lewis-Evans ,Vanwall,1:41.400
19,8,Jean Behra,BRM,1:41.400
8,9,Tony Brooks,Vanwall,1:41.600
11,10,Jack Brabham,Cooper Climax,1:42.000
3,11,Wolfgang von Trips,Ferrari,1:42.000
4,12,Maurice  Trintignant,Cooper Climax,1:42.600
22,13,Jo Bonnier,Maserati,1:43.000
16,14,Graham Hill,Lotus Climax,1:43.000
5,15,Carroll  Shelby ,Maserati,1:44.200
12,16,Ian Burgess ,Cooper Climax,1:48.400
15,17,Ivor  Bueb ,Connaught Alta,1:51.400
6,18,Gerino  Gerini ,Maserati,1:53.000
14,19,Jack  Fairman,Connaught Alta,1:58.800
18,20,Alan  Stacey ,Lotus Climax,1:58.800
