,Position,Driver,Car,Laps,Time,Points
1,1,Peter Collins,Ferrari,75,2:09:04.200,8
2,2,Mike Hawthorn,Ferrari,75,+24.200s,7
10,3,Roy Salvadori,Cooper Climax,75,+50.600s,4
9,4,Stuart  Lewis-Evans ,Vanwall,75,+50.800s,3
20,5,Harry Schell,BRM,75,+74.800s,2
11,6,Jack Brabham,Cooper Climax,75,+83.200s,0
8,7,Tony Brooks,Vanwall,74,+1 lap,0
4,8,Maurice  Trintignant,Cooper Climax,73,+2 laps,0
5,9,Carroll  Shelby ,Maserati,72,+3 laps,0
3,NC,Wolfgang von Trips,Ferrari,59,DNF,0
22,NC,Jo Bonnier,Maserati,49,DNF,0
6,NC,Gerino  Gerini ,Maserati,43,DNF,0
12,NC,Ian Burgess ,Cooper Climax,40,DNF,0
7,NC,Stirling Moss,Vanwall,25,DNF,0
17,NC,Cliff Allison,Lotus Climax,21,DNF,0
15,NC,Ivor  Bueb ,Connaught Alta,19,DNF,0
19,NC,Jean Behra,BRM,19,DNF,0
18,NC,Alan  Stacey ,Lotus Climax,19,DNF,0
16,NC,Graham Hill,Lotus Climax,17,DNF,0
14,NC,Jack  Fairman,Connaught Alta,7,DNF,0
