,Position,Driver,Car,Laps,Time,Points
33,1,Max Verstappen,Red Bull Racing Honda,1,3:27.071,12.5
63,2,George Russell,Williams Mercedes,1,+1.995s,9
44,3,Lewis Hamilton,Mercedes,1,+2.601s,7.5
3,4,Daniel Ricciardo,McLaren Mercedes,1,+4.496s,6
5,5,Sebastian Vettel,Aston Martin Mercedes,1,+7.479s,5
10,6,Pierre Gasly,AlphaTauri Honda,1,+10.177s,4
31,7,Esteban Ocon,Alpine Renault,1,+11.579s,3
16,8,Charles Leclerc,Ferrari,1,+12.608s,2
6,9,Nicholas Latifi,Williams Mercedes,1,+15.484s,1
55,10,Carlos Sainz,Ferrari,1,+16.166s,0.5
14,11,Fernando Alonso,Alpine Renault,1,+20.590s,0
77,12,Valtteri Bottas,Mercedes,1,+22.414s,0
99,13,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1,+24.163s,0
4,14,Lando Norris,McLaren Mercedes,1,+27.109s,0
22,15,Yuki Tsunoda,AlphaTauri Honda,1,+28.329s,0
47,16,Mick Schumacher,Haas Ferrari,1,+29.507s,0
9,17,Nikita Mazepin,Haas Ferrari,1,+31.993s,0
7,18,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1,+36.054s,0
11,19,Sergio Perez,Red Bull Racing Honda,1,+38.205s,0
18,20,Lance Stroll,Aston Martin Mercedes,1,+44.108s,0
