,Position,Driver,Car,Time / Gap,Laps
33,1,Max Verstappen,Red Bull Racing Honda,1:56.924,10
11,2,Sergio Perez,Red Bull Racing Honda,+0.947s,7
44,3,Lewis Hamilton,Mercedes,+1.072s,9
4,4,Lando Norris,McLaren Mercedes,+1.585s,11
31,5,Esteban Ocon,Alpine Renault,+1.989s,15
18,6,Lance Stroll,Aston Martin Mercedes,+2.281s,16
10,7,Pierre Gasly,AlphaTauri Honda,+2.400s,14
5,8,Sebastian Vettel,Aston Martin Mercedes,+2.512s,15
63,9,George Russell,Williams Mercedes,+2.568s,9
14,10,Fernando Alonso,Alpine Renault,+2.689s,16
77,11,Valtteri Bottas,Mercedes,+2.884s,14
6,12,Nicholas Latifi,Williams Mercedes,+3.057s,11
3,13,Daniel Ricciardo,McLaren Mercedes,+3.532s,13
55,14,Carlos Sainz,Ferrari,+3.825s,17
47,15,Mick Schumacher,Haas Ferrari,+4.345s,18
16,16,Charles Leclerc,Ferrari,+4.446s,14
22,17,Yuki Tsunoda,AlphaTauri Honda,+4.586s,20
99,18,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+4.588s,20
9,19,Nikita Mazepin,Haas Ferrari,+4.868s,19
7,20,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+7.458s,3
