,Position,Driver,Car,Time
7,1,Stirling Moss,Lotus Climax,1:33.200
11,2,Jack Brabham,Cooper Climax,1:33.400
4,3,Innes Ireland,Lotus Climax,1:33.900
14,4,Jo Bonnier,BRM,1:34.300
16,5,Graham Hill,BRM,1:35.100
15,6,Dan Gurney,BRM,1:35.200
8,7,Chris  Bristow ,Cooper Climax,1:35.300
5,8,Alan  Stacey ,Lotus Climax,1:35.400
12,9,Bruce McLaren,Cooper Climax,1:35.700
9,10,Tony Brooks,Cooper Climax,1:36.000
6,11,Jim Clark,Lotus Climax,1:36.300
3,12,Richie Ginther,Ferrari,1:36.300
1,13,Phil Hill,Ferrari,1:36.400
10,14,Henry Taylor,Cooper Climax,1:36.400
2,15,Wolfgang von Trips,Ferrari,1:36.700
18,16,Maurice  Trintignant,Cooper Maserati,1:38.500
20,17,Carel Godin de Beaufort ,Cooper Climax,1:41.700
