,Position,Driver,Car,Laps,Time,Points
11,1,Jack Brabham,Cooper Climax,75,2:01:47.200,8
4,2,Innes Ireland,Lotus Climax,75,+24.000s,6
16,3,Graham Hill,BRM,75,+56.600s,4
7,4,Stirling Moss,Lotus Climax,75,+57.700s,3
2,5,Wolfgang von Trips,Ferrari,74,+1 lap,2
3,6,Richie Ginther,Ferrari,74,+1 lap,1
10,7,Henry Taylor,Cooper Climax,70,+5 laps,0
20,8,Carel Godin de Beaufort ,Cooper Climax,69,+6 laps,0
5,NC,Alan  Stacey ,Lotus Climax,57,DNF,0
1,NC,Phil Hill,Ferrari,54,DNF,0
14,NC,Jo Bonnier,BRM,54,DNF,0
6,NC,Jim Clark,Lotus Climax,42,DNF,0
18,NC,Maurice  Trintignant,Cooper Maserati,39,DNF,0
15,NC,Dan Gurney,BRM,11,DNF,0
8,NC,Chris  Bristow ,Cooper Climax,9,DNF,0
12,NC,Bruce McLaren,Cooper Climax,8,DNF,0
9,NC,Tony Brooks,Cooper Climax,4,DNF,0
