,Position,Driver,Car,Laps,Time,Points
1,1,Michael Schumacher,Ferrari,44,1:28:15.125,10
6,2,Jacques Villeneuve,Williams Renault,44,+5.602s,6
7,3,Mika Hakkinen,McLaren Mercedes,44,+15.710s,4
3,4,Jean Alesi,Benetton Renault,44,+19.125s,3
5,5,Damon Hill,Williams Renault,44,+29.179s,2
4,6,Gerhard Berger,Benetton Renault,44,+29.896s,1
19,7,Mika Salo,Tyrrell Yamaha,44,+60.754s,0
18,8,Ukyo Katayama,Tyrrell Yamaha,44,+100.227s,0
16,9,Ricardo Rosset,Footwork Hart,43,+1 lap,0
20,10,Pedro Lamy,Minardi Ford,43,+1 lap,0
8,NC,David Coulthard,McLaren Mercedes,37,DNF,0
12,NC,Martin Brundle,Jordan Peugeot,34,DNF,0
2,NC,Eddie Irvine,Ferrari,29,DNF,0
11,NC,Rubens Barrichello,Jordan Peugeot,29,DNF,0
10,NC,Pedro Diniz,Ligier Mugen Honda,22,DNF,0
17,NC,Jos Verstappen,Footwork Hart,11,DNF,0
9,NC,Olivier Panis,Ligier Mugen Honda,0,DNF,0
14,NC,Johnny Herbert,Sauber Ford,0,DNF,0
15,NC,Heinz-Harald Frentzen,Sauber Ford,0,DNF,0
