,Position,Driver,Car,Lap,Time,Avg Speed
3,1,Michael Schumacher,Ferrari,29,1:24.982,200.287
1,2,Mika Hakkinen,McLaren Mercedes,7,1:25.209,199.753
4,3,Eddie Irvine,Ferrari,40,1:25.343,199.439
2,4,David Coulthard,McLaren Mercedes,8,1:25.487,199.103
16,5,Rubens Barrichello,Stewart Ford,40,1:26.006,197.902
12,6,Pedro Diniz,Sauber Petronas,20,1:26.315,197.193
7,7,Damon Hill,Jordan Mugen Honda,47,1:26.348,197.118
19,8,Jarno Trulli,Prost Peugeot,25,1:26.505,196.760
6,9,Ralf Schumacher,Williams Supertec,35,1:26.520,196.726
11,10,Jean Alesi,Sauber Petronas,24,1:26.542,196.676
22,11,Jacques Villeneuve,BAR Supertec,9,1:26.675,196.374
8,12,Heinz-Harald Frentzen,Jordan Mugen Honda,35,1:26.894,195.880
23,13,Mika Salo,BAR Supertec,58,1:27.004,195.632
10,14,Alexander Wurz,Benetton Playlife,35,1:27.029,195.576
9,15,Giancarlo Fisichella,Benetton Playlife,59,1:27.098,195.421
18,16,Olivier Panis,Prost Peugeot,20,1:27.175,195.248
5,17,Alessandro Zanardi,Williams Supertec,19,1:27.248,195.085
14,18,Pedro de la Rosa,Arrows,33,1:27.409,194.725
17,19,Johnny Herbert,Stewart Ford,17,1:27.442,194.652
15,20,Toranosuke Takagi,Arrows,7,1:29.184,190.850
20,21,Luca Badoer,Minardi Ford,39,1:29.632,189.896
