,Position,Driver,Car,Time / Gap,Laps
2,1,David Coulthard,McLaren Mercedes,1:22.138,19
3,2,Michael Schumacher,Ferrari,+0.074s,26
1,3,Mika Hakkinen,McLaren Mercedes,+0.119s,24
8,4,Heinz-Harald Frentzen,Jordan Mugen Honda,+0.698s,30
11,5,Jean Alesi,Sauber Petronas,+0.779s,26
22,6,Jacques Villeneuve,BAR Supertec,+0.936s,15
16,7,Rubens Barrichello,Stewart Ford,+0.968s,27
7,8,Damon Hill,Jordan Mugen Honda,+0.987s,24
17,9,Johnny Herbert,Stewart Ford,+0.998s,29
23,10,Mika Salo,BAR Supertec,+1.058s,22
6,11,Ralf Schumacher,Williams Supertec,+1.070s,27
12,12,Pedro Diniz,Sauber Petronas,+1.134s,33
9,13,Giancarlo Fisichella,Benetton Playlife,+1.208s,26
19,14,Jarno Trulli,Prost Peugeot,+1.355s,30
5,15,Alessandro Zanardi,Williams Supertec,+1.436s,30
10,16,Alexander Wurz,Benetton Playlife,+1.495s,26
4,17,Eddie Irvine,Ferrari,+1.701s,17
18,18,Olivier Panis,Prost Peugeot,+1.773s,28
14,19,Pedro de la Rosa,Arrows,+2.904s,31
21,20,Marc Gene,Minardi Ford,+3.525s,29
15,21,Toranosuke Takagi,Arrows,+3.810s,22
20,22,Luca Badoer,Minardi Ford,+4.397s,18
