,Position,Driver,Car,Time
1,1,Fernando Alonso,McLaren Mercedes,1:21.997
2,2,Lewis Hamilton,McLaren Mercedes,1:22.034
5,3,Felipe Massa,Ferrari,1:22.549
9,4,Nick Heidfeld,Sauber BMW,1:23.174
6,5,Kimi Räikkönen,Ferrari,1:23.183
10,6,Robert Kubica,Sauber BMW,1:23.446
4,7,Heikki Kovalainen,Renault,1:24.102
16,8,Nico Rosberg,Williams Toyota,1:24.382
12,9,Jarno Trulli,Toyota,1:24.555
7,10,Jenson Button,Honda,1:25.165
15,11,Mark Webber,Red Bull Renault,1:23.166
8,12,Rubens Barrichello,Honda,1:23.176
17,13,Alexander Wurz,Williams Toyota,1:23.209
23,14,Anthony Davidson,Super Aguri Honda,1:23.274
3,15,Giancarlo Fisichella,Renault,1:23.325
19,16,Sebastian Vettel,STR Ferrari,1:23.351
22,17,Takuma Sato,Super Aguri Honda,1:23.749
11,18,Ralf Schumacher,Toyota,1:23.787
18,19,Vitantonio Liuzzi,STR Ferrari,1:23.886
14,20,David Coulthard,Red Bull Renault,1:24.019
20,21,Adrian Sutil,Spyker Ferrari,1:24.699
21,22,Sakon Yamamoto,Spyker Ferrari,1:25.084
