,Position,Driver,Car,Time / Gap
12,1,Ayrton Senna,McLaren Honda,1:11.308
27,2,Michele Alboreto,Ferrari,+0.410s
28,3,Gerhard Berger,Ferrari,+0.509s
11,4,Alain Prost,McLaren Honda,+0.511s
15,5,Mauricio Gugelmin,March Judd,+0.894s
16,6,Ivan Capelli,March Judd,+1.091s
20,7,Thierry Boutsen,Benetton Ford,+1.500s
19,8,Alessandro Nannini,Benetton Ford,+2.198s
1,9,Nelson Piquet,Lotus Honda,+2.285s
5,10,Nigel Mansell,Williams Judd,+2.339s
17,11,Derek Warwick,Arrows Megatron,+2.460s
18,12,Eddie  Cheever,Arrows Megatron,+2.576s
6,13,Riccardo Patrese,Williams Judd,+2.870s
22,14,Andrea de Cesaris,Rial Ford,+3.182s
14,15,Philippe Streiff,AGS Ford,+3.605s
33,16,Stefano Modena,Euro Brun Ford,+3.984s
24,17,Luis Perez-Sala,Minardi Ford,+4.071s
23,18,Pierluigi Martini,Minardi Ford,+4.115s
36,19,Alex Caffi,Dallara Ford,+4.217s
29,20,Yannick Dalmas,Lola Ford,+4.381s
30,21,Philippe Alliot,Lola Ford,+4.479s
4,22,Julian Bailey,Tyrrell Ford,+4.489s
21,23,Nicola Larini,Osella,+4.521s
3,24,Jonathan  Palmer,Tyrrell Ford,+4.727s
32,25,Oscar Larrauri,Euro Brun Ford,+4.892s
25,26,Rene Arnoux,Ligier Judd,+5.007s
26,27,Stefan Johansson,Ligier Judd,+5.334s
2,28,Satoru Nakajima,Lotus Honda,+5.343s
9,29,Piercarlo Ghinzani,Zakspeed,+6.368s
10,30,Bernd Schneider,Zakspeed,+7.179s
