,Position,Driver,Car,Laps,Time,Points
9,1,Nico Rosberg,Mercedes,78,2:17:52.056,25
1,2,Sebastian Vettel,Red Bull Racing Renault,78,+3.888s,18
2,3,Mark Webber,Red Bull Racing Renault,78,+6.314s,15
10,4,Lewis Hamilton,Mercedes,78,+13.894s,12
15,5,Adrian Sutil,Force India Mercedes,78,+21.477s,10
5,6,Jenson Button,McLaren Mercedes,78,+23.103s,8
3,7,Fernando Alonso,Ferrari,78,+26.734s,6
18,8,Jean-Eric Vergne,STR Ferrari,78,+27.223s,4
14,9,Paul di Resta,Force India Mercedes,78,+27.608s,2
7,10,Kimi Räikkönen,Lotus Renault,78,+36.582s,1
11,11,Nico Hulkenberg,Sauber Ferrari,78,+42.572s,0
17,12,Valtteri Bottas,Williams Renault,78,+42.691s,0
12,13,Esteban Gutierrez ,Sauber Ferrari,78,+43.212s,0
23,14,Max Chilton,Marussia Cosworth,78,+49.885s,0
21,15,Giedo van der Garde,Caterham Renault,78,+62.590s,0
6,16,Sergio Perez,McLaren Mercedes,72,DNF,0
8,NC,Romain Grosjean,Lotus Renault,63,DNF,0
19,NC,Daniel Ricciardo,STR Ferrari,61,DNF,0
22,NC,Jules Bianchi,Marussia Cosworth,58,DNF,0
16,NC,Pastor Maldonado,Williams Renault,44,DNF,0
4,NC,Felipe Massa,Ferrari,28,DNF,0
20,NC,Charles Pic,Caterham Renault,7,DNF,0
