,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Sebastian Vettel,Red Bull Racing Renault,77,1:16.577,157.018
7,2,Kimi Räikkönen,Lotus Renault,78,1:17.392,155.364
10,3,Lewis Hamilton,Mercedes,76,1:18.133,153.891
2,4,Mark Webber,Red Bull Racing Renault,77,1:18.262,153.637
15,5,Adrian Sutil,Force India Mercedes,74,1:18.292,153.578
9,6,Nico Rosberg,Mercedes,74,1:18.327,153.510
12,7,Esteban Gutierrez ,Sauber Ferrari,71,1:18.685,152.811
5,8,Jenson Button,McLaren Mercedes,76,1:18.720,152.743
23,9,Max Chilton,Marussia Cosworth,78,1:19.016,152.171
18,10,Jean-Eric Vergne,STR Ferrari,77,1:19.151,151.912
14,11,Paul di Resta,Force India Mercedes,77,1:19.215,151.789
3,12,Fernando Alonso,Ferrari,77,1:19.340,151.550
19,13,Daniel Ricciardo,STR Ferrari,26,1:19.426,151.386
6,14,Sergio Perez,McLaren Mercedes,27,1:19.530,151.188
11,15,Nico Hulkenberg,Sauber Ferrari,29,1:19.853,150.576
4,16,Felipe Massa,Ferrari,28,1:20.064,150.179
21,17,Giedo van der Garde,Caterham Renault,50,1:20.494,149.377
22,18,Jules Bianchi,Marussia Cosworth,49,1:20.617,149.149
16,19,Pastor Maldonado,Williams Renault,8,1:20.881,148.662
17,20,Valtteri Bottas,Williams Renault,68,1:20.921,148.589
8,21,Romain Grosjean,Lotus Renault,57,1:20.969,148.501
20,22,Charles Pic,Caterham Renault,4,1:22.772,145.266
