,Position,Driver,Car,Time / Gap,Laps
9,1,Nico Rosberg,Mercedes,1:16.195,31
3,2,Fernando Alonso,Ferrari,+0.087s,27
8,3,Romain Grosjean,Lotus Renault,+0.185s,21
4,4,Felipe Massa,Ferrari,+0.199s,23
10,5,Lewis Hamilton,Mercedes,+0.274s,28
16,6,Pastor Maldonado,Williams Renault,+0.798s,27
2,7,Mark Webber,Red Bull Racing Renault,+0.825s,27
5,8,Jenson Button,McLaren Mercedes,+0.934s,29
6,9,Sergio Perez,McLaren Mercedes,+1.183s,25
1,10,Sebastian Vettel,Red Bull Racing Renault,+1.185s,23
7,11,Kimi Räikkönen,Lotus Renault,+1.314s,26
14,12,Paul di Resta,Force India Mercedes,+1.353s,27
15,13,Adrian Sutil,Force India Mercedes,+1.430s,20
11,14,Nico Hulkenberg,Sauber Ferrari,+1.998s,26
18,15,Jean-Eric Vergne,STR Ferrari,+2.259s,25
12,16,Esteban Gutierrez ,Sauber Ferrari,+2.559s,28
17,17,Valtteri Bottas,Williams Renault,+2.635s,28
19,18,Daniel Ricciardo,STR Ferrari,+2.872s,25
21,19,Giedo van der Garde,Caterham Renault,+3.008s,21
20,20,Charles Pic,Caterham Renault,+3.243s,28
22,21,Jules Bianchi,Marussia Cosworth,+3.578s,20
23,22,Max Chilton,Marussia Cosworth,+4.030s,21
