,Position,Driver,Car,Time
10,1,Alberto Ascari,Ferrari,1:55.400
2,2,Juan Manuel Fangio,Maserati,1:56.100
14,3,Luigi  Villoresi,Ferrari,1:56.500
12,4,Nino Farina,Ferrari,1:57.100
4,5,Jose Froilan Gonzalez,Maserati,1:58.500
16,6,Mike Hawthorn,Ferrari,1:59.400
28,7,Maurice  Trintignant,Gordini,2:00.400
26,8,Robert  Manzon,Gordini,2:00.900
8,9,Oscar Alfredo Galvez,Maserati,2:01.300
32,10,Carlos Menditeguy,Gordini,2:01.800
30,11,Jean Behra,Gordini,2:02.600
20,12,Alan Brown,Cooper Alta,2:03.200
24,13,Adolfo Schewelm Cruz,Cooper Alta,2:03.700
34,14,Pablo Birger,Gordini,2:03.800
6,15,Felice  Bonetto,Maserati,2:04.200
22,16,John Barber,Cooper Alta,2:06.800
