,Position,Driver,Car,Laps,Time,Points
10,1,Alberto Ascari,Ferrari,97,3:01:04.600,9
14,2,Luigi  Villoresi,Ferrari,96,+1 lap,6
4,3,Jose Froilan Gonzalez,Maserati,96,+1 lap,4
16,4,Mike Hawthorn,Ferrari,96,+1 lap,3
8,5,Oscar Alfredo Galvez,Maserati,96,+1 lap,2
30,6,Jean Behra,Gordini,94,+3 laps,0
28,7,Harry Schell,Gordini,91,+6 laps,0
22,8,John Barber,Cooper Bristol,90,+7 laps,0
20,9,Alan Brown,Cooper Bristol,87,+10 laps,0
26,NC,Robert  Manzon,Gordini,67,DNF,0
2,NC,Juan Manuel Fangio,Maserati,36,DNF,0
6,NC,Felice  Bonetto,Maserati,31,DNF,0
12,NC,Nino Farina,Ferrari,30,DNF,0
32,NC,Carlos Menditeguy,Gordini,24,DNF,0
34,NC,Pablo Birger,Simca-Gordini,21,DNF,0
24,NC,Adolfo Schewelm Cruz,Cooper Bristol,20,DNF,0
