,Position,Driver,Car,Time / Gap,Laps
7,1,Kimi Räikkönen,Ferrari,1:36.074,19
77,2,Valtteri Bottas,Mercedes,+0.045s,24
44,3,Lewis Hamilton,Mercedes,+0.607s,23
33,4,Max Verstappen,Red Bull Racing TAG Heuer,+1.100s,19
5,5,Sebastian Vettel,Ferrari,+1.156s,19
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,+1.216s,19
11,7,Sergio Perez,Force India Mercedes,+1.383s,29
19,8,Felipe Massa,Williams Mercedes,+1.826s,29
18,9,Lance Stroll,Williams Mercedes,+1.870s,30
31,10,Esteban Ocon,Force India Mercedes,+1.991s,28
26,11,Daniil Kvyat,Toro Rosso,+2.422s,17
20,12,Kevin Magnussen,Haas Ferrari,+2.673s,23
14,13,Fernando Alonso,McLaren Honda,+2.739s,16
55,14,Carlos Sainz,Toro Rosso,+2.902s,17
30,15,Jolyon Palmer,Renault,+3.084s,16
8,16,Romain Grosjean,Haas Ferrari,+3.459s,17
2,17,Stoffel Vandoorne,McLaren Honda,+3.467s,19
94,18,Pascal Wehrlein,Sauber Ferrari,+3.657s,21
9,19,Marcus Ericsson,Sauber Ferrari,+4.005s,20
46,20,Sergey Sirotkin,Renault,,2
