,Position,Driver,Car,Laps,Time,Points
77,1,Valtteri Bottas,Mercedes,52,1:28:08.743,25
5,2,Sebastian Vettel,Ferrari,52,+0.617s,18
7,3,Kimi Räikkönen,Ferrari,52,+11.000s,15
44,4,Lewis Hamilton,Mercedes,52,+36.320s,12
33,5,Max Verstappen,Red Bull Racing TAG Heuer,52,+60.416s,10
11,6,Sergio Perez,Force India Mercedes,52,+86.788s,8
31,7,Esteban Ocon,Force India Mercedes,52,+95.004s,6
27,8,Nico Hulkenberg,Renault,52,+96.188s,4
19,9,Felipe Massa,Williams Mercedes,51,+1 lap,2
55,10,Carlos Sainz,Toro Rosso,51,+1 lap,1
18,11,Lance Stroll,Williams Mercedes,51,+1 lap,0
26,12,Daniil Kvyat,Toro Rosso,51,+1 lap,0
20,13,Kevin Magnussen,Haas Ferrari,51,+1 lap,0
2,14,Stoffel Vandoorne,McLaren Honda,51,+1 lap,0
9,15,Marcus Ericsson,Sauber Ferrari,51,+1 lap,0
94,16,Pascal Wehrlein,Sauber Ferrari,50,+2 laps,0
3,NC,Daniel Ricciardo,Red Bull Racing TAG Heuer,5,DNF,0
30,NC,Jolyon Palmer,Renault,0,DNF,0
8,NC,Romain Grosjean,Haas Ferrari,0,DNF,0
14,NC,Fernando Alonso,McLaren Honda,0,DNS,0
