,Position,Driver,Car,Time / Gap,Laps
5,1,Sebastian Vettel,Ferrari,1:34.120,36
7,2,Kimi Räikkönen,Ferrari,+0.263s,36
77,3,Valtteri Bottas,Mercedes,+0.670s,36
44,4,Lewis Hamilton,Mercedes,+0.709s,34
33,5,Max Verstappen,Red Bull Racing TAG Heuer,+1.420s,15
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,+1.790s,26
19,7,Felipe Massa,Williams Mercedes,+2.141s,39
27,8,Nico Hulkenberg,Renault,+2.209s,38
20,9,Kevin Magnussen,Haas Ferrari,+2.386s,31
11,10,Sergio Perez,Force India Mercedes,+2.480s,38
31,11,Esteban Ocon,Force India Mercedes,+2.534s,39
14,12,Fernando Alonso,McLaren Honda,+2.645s,27
30,13,Jolyon Palmer,Renault,+2.651s,22
8,14,Romain Grosjean,Haas Ferrari,+2.919s,31
55,15,Carlos Sainz,Toro Rosso,+2.963s,36
2,16,Stoffel Vandoorne,McLaren Honda,+3.005s,25
26,17,Daniil Kvyat,Toro Rosso,+3.180s,35
94,18,Pascal Wehrlein,Sauber Ferrari,+3.321s,30
18,19,Lance Stroll,Williams Mercedes,+3.627s,36
9,20,Marcus Ericsson,Sauber Ferrari,+3.699s,29
