,Position,Driver,Car,Laps,Time,Points
5,1,Damon Hill,Williams Renault,71,1:49:52.976,10
3,2,Jean Alesi,Benetton Renault,71,+17.982s,6
1,3,Michael Schumacher,Ferrari,70,+1 lap,4
7,4,Mika Hakkinen,McLaren Mercedes,70,+1 lap,3
19,5,Mika Salo,Tyrrell Yamaha,70,+1 lap,2
9,6,Olivier Panis,Ligier Mugen Honda,70,+1 lap,1
2,7,Eddie Irvine,Ferrari,70,+1 lap,0
10,8,Pedro Diniz,Ligier Mugen Honda,69,+2 laps,0
18,9,Ukyo Katayama,Tyrrell Yamaha,69,+2 laps,0
20,10,Pedro Lamy,Minardi Ford,68,+3 laps,0
22,11,Luca Badoer,Forti Ford,67,+4 laps,0
12,12,Martin Brundle,Jordan Peugeot,64,DNF,0
11,NC,Rubens Barrichello,Jordan Peugeot,59,DNF,0
15,NC,Heinz-Harald Frentzen,Sauber Ford,36,DNF,0
8,NC,David Coulthard,McLaren Mercedes,29,DNF,0
14,NC,Johnny Herbert,Sauber Ford,28,DNF,0
6,NC,Jacques Villeneuve,Williams Renault,26,DNF,0
4,NC,Gerhard Berger,Benetton Renault,26,DNF,0
23,NC,Andrea Montermini,Forti Ford,26,DNF,0
16,NC,Ricardo Rosset,Footwork Hart,24,DNF,0
17,NC,Jos Verstappen,Footwork Hart,19,DNF,0
21,NC,Tarso Marques,Minardi Ford,0,DNF,0
