,Position,Driver,Car,Time / Gap,Laps
3,1,Jean Alesi,Benetton Renault,1:19.240,29
4,2,Gerhard Berger,Benetton Renault,+0.639s,30
7,3,Mika Hakkinen,McLaren Mercedes,+1.456s,28
8,4,David Coulthard,McLaren Mercedes,+1.612s,28
5,5,Damon Hill,Williams Renault,+1.698s,28
9,6,Olivier Panis,Ligier Mugen Honda,+1.766s,28
1,7,Michael Schumacher,Ferrari,+1.925s,23
17,8,Jos Verstappen,Footwork Hart,+1.959s,22
12,9,Martin Brundle,Jordan Peugeot,+2.071s,23
11,10,Rubens Barrichello,Jordan Peugeot,+2.385s,19
14,11,Johnny Herbert,Sauber Ford,+2.461s,26
16,12,Ricardo Rosset,Footwork Hart,+2.466s,24
15,13,Heinz-Harald Frentzen,Sauber Ford,+2.692s,13
10,14,Pedro Diniz,Ligier Mugen Honda,+2.765s,30
6,15,Jacques Villeneuve,Williams Renault,+2.800s,29
19,16,Mika Salo,Tyrrell Yamaha,+2.904s,22
18,17,Ukyo Katayama,Tyrrell Yamaha,+2.922s,30
21,18,Tarso Marques,Minardi Ford,+3.207s,23
20,19,Pedro Lamy,Minardi Ford,+3.724s,30
23,20,Andrea Montermini,Forti Ford,+6.361s,19
22,21,Luca Badoer,Forti Ford,+7.091s,17
