,Position,Driver,Car,Time
6,1,Nelson Piquet,Williams Honda,1:22.461
5,2,Nigel Mansell,Williams Honda,1:23.081
28,3,Gerhard Berger,Ferrari,1:23.164
27,4,Michele Alboreto,Ferrari,1:24.192
12,5,Ayrton Senna,Lotus Honda,1:24.320
19,6,Teo Fabi,Benetton Ford,1:24.523
1,7,Alain Prost,McLaren TAG,1:24.596
20,8,Thierry Boutsen,Benetton Ford,1:25.295
7,9,Riccardo Patrese,Brabham BMW,1:25.335
8,10,Andrea de Cesaris,Brabham BMW,1:25.811
2,11,Stefan Johansson,McLaren TAG,1:26.147
17,12,Derek Warwick,Arrows Megatron,1:26.728
18,13,Eddie  Cheever,Arrows Megatron,1:27.062
25,14,Rene Arnoux,Ligier Megatron,1:28.241
4,15,Philippe Streiff,Tyrrell Ford,1:28.330
3,16,Jonathan  Palmer,Tyrrell Ford,1:28.353
30,17,Philippe Alliot,Lola Ford,1:28.361
11,18,Satoru Nakajima,Lotus Honda,1:28.367
16,19,Ivan Capelli,March Ford,1:28.477
9,20,Martin Brundle,Zakspeed,1:28.597
24,21,Alessandro Nannini,Minardi Motori Moderni,1:28.602
10,22,Christian Danner,Zakspeed,1:28.667
26,23,Piercarlo Ghinzani,Ligier Megatron,1:29.066
23,24,Adrian Campos,Minardi Motori Moderni,1:29.538
14,25,Pascal Fabre,AGS Ford,1:30.694
32,26,Nicola Larini,Coloni Ford,1:30.982
21,27,Alex Caffi,Osella Alfa Romeo,1:31.069
22,28,Franco Forini,Osella Alfa Romeo,1:34.723
