,Position,Driver,Car,Time
1,1,Sebastian Vettel,Red Bull Racing Renault,1:44.381
2,2,Mark Webber,Red Bull Racing Renault,1:44.732
4,3,Jenson Button,McLaren Mercedes,1:44.804
3,4,Lewis Hamilton,McLaren Mercedes,1:44.809
5,5,Fernando Alonso,Ferrari,1:44.874
6,6,Felipe Massa,Ferrari,1:45.800
8,7,Nico Rosberg,Mercedes,1:46.013
7,8,Michael Schumacher,Mercedes,
14,9,Adrian Sutil,Force India Mercedes,
15,10,Paul di Resta,Force India Mercedes,
17,11,Sergio Perez,Sauber Ferrari,1:47.616
11,12,Rubens Barrichello,Williams Cosworth,1:48.082
12,13,Pastor Maldonado,Williams Cosworth,1:48.270
18,14,Sebastien Buemi,STR Ferrari,1:48.634
9,15,Bruno Senna,Renault,1:48.662
19,16,Jaime Alguersuari,STR Ferrari,1:49.862
16,17,Kamui Kobayashi,Sauber Ferrari,
10,18,Vitaly Petrov,Renault,1:49.835
20,19,Heikki Kovalainen,Lotus Renault,1:50.948
21,20,Jarno Trulli,Lotus Renault,1:51.012
24,21,Timo Glock,Virgin Cosworth,1:52.154
25,22,Jerome d'Ambrosio,Virgin Cosworth,1:52.363
22,23,Daniel Ricciardo,HRT Cosworth,1:52.404
23,24,Vitantonio Liuzzi,HRT Cosworth,1:52.810
